organisatie;org_afk;soort;onderwerp;jaar;maand;maand_nr;aantal
Het Rijk;Rijk;Rijk;zv%;2018;jan;1;6,2874873962334847
Het Rijk;Rijk;Rijk;zv%;2018;feb;2;7,1325220232251159
Het Rijk;Rijk;Rijk;zv%;2018;mrt;3;6,3819818909986461
Het Rijk;Rijk;Rijk;zv%;2018;apr;4;5,2102329079720695
Het Rijk;Rijk;Rijk;zv%;2018;mei;5;4,8067468450107302
Het Rijk;Rijk;Rijk;zv%;2018;jun;6;5,0112543814846697
Het Rijk;Rijk;Rijk;zv%;2018;jul;7;4,9128222566450335
Het Rijk;Rijk;Rijk;zv%;2018;aug;8;4,7737920378404217
Het Rijk;Rijk;Rijk;zv%;2018;sep;9;5,1564128905335629
Het Rijk;Rijk;Rijk;zv%;2018;okt;10;5,4555501656379413
Het Rijk;Rijk;Rijk;zv%;2018;nov;11;5,6336080602663934
Het Rijk;Rijk;Rijk;zv%;2018;dec;12;5,4151036700938686
Ministerie van BZK;BZK;Ministerie;zv%;2018;jan;1;6,4470294366542866
Ministerie van BZK;BZK;Ministerie;zv%;2018;feb;2;7,5648779688111407
Ministerie van BZK;BZK;Ministerie;zv%;2018;mrt;3;6,6866482469925277
Ministerie van BZK;BZK;Ministerie;zv%;2018;apr;4;5,7417659694029659
Ministerie van BZK;BZK;Ministerie;zv%;2018;mei;5;5,1083812538286777
Ministerie van BZK;BZK;Ministerie;zv%;2018;jun;6;5,1970990797734959
Ministerie van BZK;BZK;Ministerie;zv%;2018;jul;7;5,1616227702879467
Ministerie van BZK;BZK;Ministerie;zv%;2018;aug;8;5,0565513495150789
Ministerie van BZK;BZK;Ministerie;zv%;2018;sep;9;5,4547437270754777
Ministerie van BZK;BZK;Ministerie;zv%;2018;okt;10;5,6721618530388875
Ministerie van BZK;BZK;Ministerie;zv%;2018;nov;11;5,9744617846181285
Ministerie van BZK;BZK;Ministerie;zv%;2018;dec;12;5,6018449555941245
Ministerie van AZ;AZ;Ministerie;zv%;2018;jan;1;4,8402967989495238
Ministerie van AZ;AZ;Ministerie;zv%;2018;feb;2;6,1965464623512423
Ministerie van AZ;AZ;Ministerie;zv%;2018;mrt;3;5,6164664659273180
Ministerie van AZ;AZ;Ministerie;zv%;2018;apr;4;3,8299748654275576
Ministerie van AZ;AZ;Ministerie;zv%;2018;mei;5;2,9295519830561179
Ministerie van AZ;AZ;Ministerie;zv%;2018;jun;6;3,4186572360119212
Ministerie van AZ;AZ;Ministerie;zv%;2018;jul;7;3,4165424421935926
Ministerie van AZ;AZ;Ministerie;zv%;2018;aug;8;3,3627862433125619
Ministerie van AZ;AZ;Ministerie;zv%;2018;sep;9;3,9831703043628175
Ministerie van AZ;AZ;Ministerie;zv%;2018;okt;10;3,8994712349084524
Ministerie van AZ;AZ;Ministerie;zv%;2018;nov;11;3,7840577428040296
Ministerie van AZ;AZ;Ministerie;zv%;2018;dec;12;2,7564487058196616
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;jan;1;6,9653308904000353
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;feb;2;7,7420456426253388
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;mrt;3;6,9986084142455489
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;apr;4;5,8593958003420807
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;mei;5;5,4968638459802062
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;jun;6;5,7165589408122424
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;jul;7;5,5683368183433553
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;aug;8;5,3437803830760071
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;sep;9;5,7719628715310138
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;okt;10;6,0402567960075482
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;nov;11;6,2278296605662682
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2018;dec;12;6,0784657611587845
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;jan;1;4,5936366604741661
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;feb;2;5,0573605494026204
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;mrt;3;4,7385576195610115
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;apr;4;3,9769219529305624
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;mei;5;3,4650841842503382
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;jun;6;4,0668002001902215
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;jul;7;3,3903134860033797
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;aug;8;3,9229574755161307
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;sep;9;4,1608559992754222
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;okt;10;4,9193733090388756
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;nov;11;5,1492179452501832
Hoge Colleges van Staat;HCvS;Divers;zv%;2018;dec;12;4,3923881161797667
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;jan;1;6,4440656202651381
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;feb;2;7,1883785898997514
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;mrt;3;6,7109865867794163
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;apr;4;5,6605196506820343
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;mei;5;5,2634385470589580
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;jun;6;5,1614103354601681
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;jul;7;4,9717901591339384
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;aug;8;5,0736868347722259
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;sep;9;5,6984314523950408
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;okt;10;5,9673535547677670
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;nov;11;6,0703663220764490
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2018;dec;12;5,8583215586630297
Ministerie van OCW;OCW;Ministerie;zv%;2018;jan;1;5,6598482199015026
Ministerie van OCW;OCW;Ministerie;zv%;2018;feb;2;6,8628982619704120
Ministerie van OCW;OCW;Ministerie;zv%;2018;mrt;3;6,2604560762220824
Ministerie van OCW;OCW;Ministerie;zv%;2018;apr;4;4,8925284177284674
Ministerie van OCW;OCW;Ministerie;zv%;2018;mei;5;4,5040502261232245
Ministerie van OCW;OCW;Ministerie;zv%;2018;jun;6;4,7385925413681100
Ministerie van OCW;OCW;Ministerie;zv%;2018;jul;7;4,6580490046780270
Ministerie van OCW;OCW;Ministerie;zv%;2018;aug;8;4,6264581415730301
Ministerie van OCW;OCW;Ministerie;zv%;2018;sep;9;5,1424641008035969
Ministerie van OCW;OCW;Ministerie;zv%;2018;okt;10;5,4426816719768327
Ministerie van OCW;OCW;Ministerie;zv%;2018;nov;11;5,6179175846752578
Ministerie van OCW;OCW;Ministerie;zv%;2018;dec;12;5,2826952717657356
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;jan;1;5,3294856599287019
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;feb;2;5,9946970299669617
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;mrt;3;5,3096112795033239
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;apr;4;4,3078070405994504
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;mei;5;3,6499199861989466
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;jun;6;3,8623185773441926
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;jul;7;3,7303688439373492
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;aug;8;3,8245562065746834
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;sep;9;4,3688447921261560
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;okt;10;4,5939384484801620
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;nov;11;4,8281963424486758
Ministerie van V.W.S.;VWS;Ministerie;zv%;2018;dec;12;4,5409493414873028
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;jan;1;5,2202417655544995
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;feb;2;6,0792132523700033
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;mrt;3;5,4212180408854627
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;apr;4;4,2320067674894197
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;mei;5;3,9664016597676084
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;jun;6;4,0465180707154502
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;jul;7;3,9245904687936588
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;aug;8;3,8362104048655388
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;sep;9;4,1139240583357415
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;okt;10;4,3228633227977351
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;nov;11;4,5838042150361451
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2018;dec;12;4,5314660862021290
Ministerie van Financien;FIN;Ministerie;zv%;2018;jan;1;7,1352049118020098
Ministerie van Financien;FIN;Ministerie;zv%;2018;feb;2;8,2613156560047205
Ministerie van Financien;FIN;Ministerie;zv%;2018;mrt;3;7,2933497185006484
Ministerie van Financien;FIN;Ministerie;zv%;2018;apr;4;5,8824610269904491
Ministerie van Financien;FIN;Ministerie;zv%;2018;mei;5;5,3749612004061023
Ministerie van Financien;FIN;Ministerie;zv%;2018;jun;6;5,6886796313491050
Ministerie van Financien;FIN;Ministerie;zv%;2018;jul;7;5,5973141130219437
Ministerie van Financien;FIN;Ministerie;zv%;2018;aug;8;5,4715500595926549
Ministerie van Financien;FIN;Ministerie;zv%;2018;sep;9;5,8236831540711353
Ministerie van Financien;FIN;Ministerie;zv%;2018;okt;10;6,2803673477486646
Ministerie van Financien;FIN;Ministerie;zv%;2018;nov;11;6,4890684611320424
Ministerie van Financien;FIN;Ministerie;zv%;2018;dec;12;6,1401142172325258
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;jan;1;5,5699051291324118
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;feb;2;6,1461902136582101
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;mrt;3;5,4608209630961602
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;apr;4;4,2362930783485790
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;mei;5;3,9351393598365649
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;jun;6;4,0663398827401585
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;jul;7;4,0936490257797651
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;aug;8;3,8939663137658669
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;sep;9;4,2722668938928754
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;okt;10;4,5767156783345779
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;nov;11;4,5670979216100998
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2018;dec;12;4,4239472157084272
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;jan;1;2,0033807013553466
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;feb;2;2,0936496759443419
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;mrt;3;1,9079750330943788
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;apr;4;1,5201618650191988
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;mei;5;1,4482427356305825
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;jun;6;1,5975377248875471
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;jul;7;1,5479139897861445
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;aug;8;1,4223083141672699
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;sep;9;1,4885232061368081
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;okt;10;1,5519668859376698
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;nov;11;1,6324909008441069
Buitenlandse zaken;BuZa;Ministerie;zv%;2018;dec;12;1,5711791738598535
Het Rijk;Rijk;Rijk;zv%;2019;jan;1;5,7280565400699333
Het Rijk;Rijk;Rijk;zv%;2019;feb;2;6,2418751190001478
Het Rijk;Rijk;Rijk;zv%;2019;mrt;3;5,7452075250332184
Het Rijk;Rijk;Rijk;zv%;2019;apr;4;5,3685054313166951
Het Rijk;Rijk;Rijk;zv%;2019;mei;5;5,0998549805049382
Het Rijk;Rijk;Rijk;zv%;2019;jun;6;4,8689034462934515
Het Rijk;Rijk;Rijk;zv%;2019;jul;7;4,8498326088626387
Het Rijk;Rijk;Rijk;zv%;2019;aug;8;4,6716940992589304
Het Rijk;Rijk;Rijk;zv%;2019;sep;9;5,0023291058507295
Het Rijk;Rijk;Rijk;zv%;2019;okt;10;5,5557013926700209
Het Rijk;Rijk;Rijk;zv%;2019;nov;11;5,6726269056541270
Het Rijk;Rijk;Rijk;zv%;2019;dec;12;5,5119178600017698
Ministerie van BZK;BZK;Ministerie;zv%;2019;jan;1;6,0697030500355034
Ministerie van BZK;BZK;Ministerie;zv%;2019;feb;2;6,7261539204291099
Ministerie van BZK;BZK;Ministerie;zv%;2019;mrt;3;6,2809140761598359
Ministerie van BZK;BZK;Ministerie;zv%;2019;apr;4;5,8026806043466745
Ministerie van BZK;BZK;Ministerie;zv%;2019;mei;5;5,3730604887002222
Ministerie van BZK;BZK;Ministerie;zv%;2019;jun;6;5,1810917260085336
Ministerie van BZK;BZK;Ministerie;zv%;2019;jul;7;5,1203753314156586
Ministerie van BZK;BZK;Ministerie;zv%;2019;aug;8;4,8204670777724274
Ministerie van BZK;BZK;Ministerie;zv%;2019;sep;9;5,0797197350655052
Ministerie van BZK;BZK;Ministerie;zv%;2019;okt;10;5,5666403552416615
Ministerie van BZK;BZK;Ministerie;zv%;2019;nov;11;5,5057116967651094
Ministerie van BZK;BZK;Ministerie;zv%;2019;dec;12;5,5199132571570164
Ministerie van AZ;AZ;Ministerie;zv%;2019;jan;1;3,0281133309724377
Ministerie van AZ;AZ;Ministerie;zv%;2019;feb;2;3,8988427242303616
Ministerie van AZ;AZ;Ministerie;zv%;2019;mrt;3;3,1583522580036814
Ministerie van AZ;AZ;Ministerie;zv%;2019;apr;4;3,1127452053067897
Ministerie van AZ;AZ;Ministerie;zv%;2019;mei;5;2,7832938364249742
Ministerie van AZ;AZ;Ministerie;zv%;2019;jun;6;2,9798926542039896
Ministerie van AZ;AZ;Ministerie;zv%;2019;jul;7;3,0130702626366954
Ministerie van AZ;AZ;Ministerie;zv%;2019;aug;8;2,8528553332834701
Ministerie van AZ;AZ;Ministerie;zv%;2019;sep;9;2,8877761151450754
Ministerie van AZ;AZ;Ministerie;zv%;2019;okt;10;3,4935166651604281
Ministerie van AZ;AZ;Ministerie;zv%;2019;nov;11;3,6230515214062757
Ministerie van AZ;AZ;Ministerie;zv%;2019;dec;12;2,9764686932572033
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;jan;1;6,2901521054258005
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;feb;2;6,8373395936350319
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;mrt;3;6,3334588296107253
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;apr;4;5,9524195055079661
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;mei;5;5,6883638251863351
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;jun;6;5,4911552868959692
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;jul;7;5,3671283848335580
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;aug;8;5,1253242350576835
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;sep;9;5,4115234265955241
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;okt;10;6,0477307129182636
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;nov;11;6,2233685056503436
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2019;dec;12;6,0728281577749241
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;jan;1;4,6275386894720860
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;feb;2;5,1158046478783312
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;mrt;3;3,9612258806831462
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;apr;4;3,8826902294732517
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;mei;5;3,9217523329401782
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;jun;6;3,5105150970423269
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;jul;7;3,3309540551897601
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;aug;8;2,9978117573885847
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;sep;9;3,9878604901248371
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;okt;10;3,6104398424204729
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;nov;11;4,2544687328101682
Hoge Colleges van Staat;HCvS;Divers;zv%;2019;dec;12;4,4087723280989808
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;jan;1;6,0345319338794408
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;feb;2;6,7304463008850561
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;mrt;3;6,3143814740384530
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;apr;4;6,3177291459337299
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;mei;5;6,0108772373175725
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;jun;6;5,8535378173103974
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;jul;7;5,5906097320652899
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;aug;8;5,7413303868145409
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;sep;9;6,0164573522712832
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;okt;10;6,4770754049135268
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;nov;11;6,4933188572523486
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2019;dec;12;6,5832400429267803
Ministerie van OCW;OCW;Ministerie;zv%;2019;jan;1;5,8076633228275183
Ministerie van OCW;OCW;Ministerie;zv%;2019;feb;2;6,3446819399035075
Ministerie van OCW;OCW;Ministerie;zv%;2019;mrt;3;6,0574815160332989
Ministerie van OCW;OCW;Ministerie;zv%;2019;apr;4;5,3038456297411347
Ministerie van OCW;OCW;Ministerie;zv%;2019;mei;5;5,0442424969195185
Ministerie van OCW;OCW;Ministerie;zv%;2019;jun;6;4,6968376526479139
Ministerie van OCW;OCW;Ministerie;zv%;2019;jul;7;5,0148511866277081
Ministerie van OCW;OCW;Ministerie;zv%;2019;aug;8;4,6480106413429647
Ministerie van OCW;OCW;Ministerie;zv%;2019;sep;9;5,2098819100986642
Ministerie van OCW;OCW;Ministerie;zv%;2019;okt;10;5,8846669602844823
Ministerie van OCW;OCW;Ministerie;zv%;2019;nov;11;6,0696168749139376
Ministerie van OCW;OCW;Ministerie;zv%;2019;dec;12;5,7186574463244710
Ministerie van V.W.S.;VWS;Ministerie;zv%;2019;jan;1;4,6941529207701809
Ministerie van V.W.S.;VWS;Ministerie;zv%;2019;feb;2;5,1247949542091424
Ministerie van V.W.S.;VWS;Ministerie;zv%;2019;mrt;3;4,6090994390231135
Ministerie van V.W.S.;VWS;Ministerie;zv%;2019;apr;4;4,2343235218956599
